,label,comment
1061,0.0,erick saraiva you can  at any moment 
1062,1.0,cool music video
1063,0.0,just stop and think how they made this video 
1064,1.0,you guys are just the fucking best 
1065,1.0,that really is obsession 
1066,0.0,how long did this take     
1067,-1.0,epileptic seizure overload
1068,0.0,should ve gotten your paper from dunder mifflin
1069,1.0,i ve watched this about    times  you could say      its obsession
1070,0.0,it s not passive fascination now  its aggressive fascination 
1071,0.0,ok go is a terrible band but their music videos are lit 
1072,0.0,that s good paper too
1073,1.0,just i say  amazing    
1074,0.0,that was a lot of paper 
1075,1.0,will they ever stop making  the best videos in history       hope not
1076,0.0,http   moneymylife com  refcode      
1077,-1.0,no effence but you guys are not that good
1078,1.0,ok go is always serving the best fuckin videos and the best music   ik a bunch of people are saying they arent here for the music but i am  ill always love ok go 
1079,1.0,its not about the music or the visuals  its about the  cant believe the effort involved  factor imo
1080,0.0,troppo coatti  questi ok go       gooooo
1081,1.0,they re the freakin coolest
1082,1.0,how do you even begin to work out the timing for something like this  i m gobsmacked 
1083,1.0,i guess the programmers were the geniuses here  upside down inside out vid took alot of skill on the bands part  all their vids are amazing though 
1084,0.0,ciro gomes approves
1085,0.0,                             
1086,0.0,free xbox one x http   fixwork online  id      
1087,0.0,i ran out of toilet paper  can i have one paper to wipe 
1088,-1.0,was thar real paper if so  why the fuck did you waist that much of paper 
1089,0.0,hey so im raising      toward my trip to antigua  every little bit helps  please share and support  also my friends suck so im going to the people of facebook  thanks so much for the support and laughing reactions lmao  https   www gofundme com all i want for christmas is anu pc em co shareflow m rcid r                     b     f cda
1090,0.0,https   www youtube com watch v ywt w xtm c sns em a ap new video drop  
1091,0.0,you all know obsession has been out for a couple months right 
1092,1.0,these guys can do all this while it takes me   hours to write one sentence in an essay
1093,0.0,greenpeace  greenscreen  greenception 
1094,1.0,i really like this song   
1095,0.0,damien so we have this idea for a new music video   producer  sweating nervously  how many will you need  damien  all of them 
1096,1.0,i always look forward to them releasing videos they re always so visual
1097,1.0,amazing 
1098,0.0,my question is how    i cant even make my printer print a single sheet without breaking   
1099,0.0,beginning  just like a ton of printers printing pixel art doodles   end  holy shit  fucking  d stop motion
1100,-1.0,people complaining about paper are really putting they efforts in the wrong place  this much paper gets used everyday in a single big school  much of which isn t recycled  the money raised will far outweigh the paper and ink impact 
1101,-1.0,needs more cowbell 
1102,0.0,huhhh
1103,1.0,not the type of music i d listen to but you gotta give an applause for the video  on a side note who the heck are these guys  never heard of them before but i m gonna see if i can find more
1104,1.0,you should  imo  while this video is still really goddamn cool  others they ve made are way cooler 
1105,0.0,printer jam 
1106,0.0,sempre dei geni e questa volta anche la musica merita
1107,0.0,bruh i can t even get one printer to work without taking    minutes  the fuck kinda robocop ass printers are these 
1108,0.0,alucinante omg
1109,-1.0,the end of the trees in the world
1110,1.0,whoa  
1111,1.0,wow  i can t wait for the net neutrality rules to be repealed so i can t afford to watch videos like this 
1112,1.0,you re back
1113,-1.0,i swear there s one guy on the trending page team that loves alternative music and puts shit like this paramore  greenday  and blink     on the trending page and to them i have great respect
1114,1.0,beyond incredible  
1115,0.0,http   jobzipo com account php
1116,0.0,i feel bad for who ever had to program those printers to do that  
1117,-1.0,what a waste of paper  the song is not even any good
1118,0.0,good video  bad music 
1119,-1.0,kids in africa could ve eaten those papers     what a waste smh
1120,-1.0,what the fuck did i just watch 
1121,-1.0,the song and the music is sheet
1122,0.0,please support my video youtube  https   youtu be wcxjxivsvoy
1123,-1.0,     fell asleep          what happened    oh         nothing   back to gojira   
1124,0.0,i will sub to anyone who subs to me
1125,1.0,my dad     years  admire your work so much
1126,0.0,http   jobzipo com  refer      
1127,1.0,at least they recycled all that paper    
1128,0.0,                          
1129,0.0,very nice but  i won t let you down  was better 
1130,0.0,how the fuck
1131,1.0,hoooooly  i don t blinked    
1132,1.0,this song is literally life and so is the video  so y all need to start appreciating real art   
1133,1.0,ok go is basically an ad company but at least there the best ad company
1134,0.0,zander thurston  this has been their original song since       they just got sponsored by the paper company to help fund this video 
1135,1.0,these guys should win the mtv video vanguard award  nobody makes videos as creatively as ok go 
1136,-1.0,james simon unfortunately their music super sucks   i don t necessarily think they should be winning awards just because of their videos 
1137,0.0,i would ve gone with some good ol  dunder mifflin paper for this video 
1138,1.0,genius as always
1139,1.0,their videos are always sooo creative   
1140,0.0,meu deus  quanta  rvore morta 
1141,-1.0,no  not fucking greenpeace  they used to care about the environment  but then they turned in a bunch of fucking retards  trying to ban things like useful every day chemicals such as chlorine  they are scientifically illiterate money grabbers like peta these days  don t given them a penny 
1142,0.0,i like ok go as much as the next guy  but they just got to release a new album or an actually new single  we don t need another single from your   year old album
1143,0.0,people listen to ok go 
1144,1.0,you can always count on them
1145,1.0,its true    they wont let you down 
1146,0.0,his hand signs spells obsession on      i m pretty sure 
1147,0.0,espero que todo ese papel se recicle 
1148,0.0,how did they make  d look  d  ive been experimenting with a way to make  d look  d so you can make  d html  games in  d canvas  if i could figure out how they did this that would be amazing  this is very impressive  i know at the beginning it is done in real time but are all of the animations and  d effects done with paper  i know its at least aided by the printers but if everything is done with the printers than that is astounding 
1149,1.0,kings of music videos
1150,1.0,editing from the gods 
1151,1.0,one of the very few music bands without vevo shit attached and without fake paid views counting to millions which every other dumb vevo music channel has 
1152,0.0,subscribe to the basement buds  we make hilarious videos  https   www youtube com channel ucjnjo v qzmr ffwadt hrg featured disable polymer  
